,Time128Hz,Epoch,AF3,F7,F3,F5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,EventId,EventDate,EventDuration
1804,14.09375,56,4132.6923828125,4126.6665039063,4135.384765625,4108.0771484375,4143.7177734375,4134.8715820313,4107.8203125,4135.6411132813,4138.8461914063,4142.0512695313,4135.5126953125,4123.7177734375,4128.4614257813,4171.2822265625,33025,0,0
1805,14.1015625,56,4129.1025390625,4121.5385742188,4132.0512695313,4103.9741210938,4138.0771484375,4133.205078125,4104.4873046875,4119.615234375,4121.9228515625,4125.0,4122.8203125,4112.3076171875,4118.8461914063,4164.4873046875,33025,0,0
1806,14.109375,56,4129.8715820313,4121.2822265625,4141.794921875,4107.5639648438,4134.7436523438,4128.8461914063,4106.41015625,4116.794921875,4118.3334960938,4119.4873046875,4123.9741210938,4118.4614257813,4118.9741210938,4170.2563476563,33025,0,0
1807,14.1171875,56,4136.0258789063,4125.6411132813,4144.7436523438,4112.3076171875,4132.1796875,4127.0512695313,4114.2309570313,4127.8203125,4127.3076171875,4130.384765625,4137.5639648438,4124.1025390625,4131.5385742188,4175.2563476563,33025,0,0
1808,14.125,56,4138.3334960938,4119.2309570313,4138.0771484375,4108.9741210938,4132.6923828125,4129.8715820313,4121.2822265625,4135.8974609375,4131.0258789063,4134.2309570313,4137.5639648438,4117.1796875,4135.5126953125,4173.205078125,33025,0,0
1809,14.1328125,56,4133.58984375,4113.8461914063,4136.2822265625,4105.7690429688,4127.5639648438,4130.5126953125,4117.6923828125,4138.3334960938,4127.4360351563,4127.5639648438,4127.5639648438,4109.1025390625,4127.1796875,4170.5126953125,33025,0,0
1810,14.140625,56,4132.0512695313,4120.7690429688,4137.3076171875,4107.0512695313,4117.3076171875,4127.3076171875,4112.9487304688,4134.3588867188,4123.7177734375,4124.4873046875,4121.5385742188,4100.6411132813,4120.6411132813,4167.4360351563,33025,0,0
1811,14.1484375,56,4138.4614257813,4121.2822265625,4130.2563476563,4106.41015625,4121.0258789063,4122.1796875,4112.5639648438,4121.5385742188,4116.794921875,4124.8715820313,4114.7436523438,4092.8205566406,4115.7690429688,4160.7690429688,33025,0,0
1812,14.15625,56,4135.5126953125,4111.2822265625,4122.9487304688,4100.8974609375,4127.0512695313,4120.2563476563,4103.8461914063,4107.1796875,4104.4873046875,4120.8974609375,4113.0771484375,4087.6923828125,4110.8974609375,4152.3076171875,33025,0,0
1813,14.1640625,56,4125.5126953125,4106.6665039063,4123.0771484375,4095.2563476563,4124.8715820313,4120.1284179688,4096.794921875,4103.8461914063,4096.794921875,4119.1025390625,4121.9228515625,4088.58984375,4114.4873046875,4149.8715820313,33025,0,0
1814,14.171875,56,4126.6665039063,4107.3076171875,4121.5385742188,4092.1794433594,4118.4614257813,4113.0771484375,4101.9228515625,4109.2309570313,4097.4360351563,4120.384765625,4122.5639648438,4093.58984375,4116.41015625,4149.2309570313,33025,0,0
1815,14.1796875,56,4130.384765625,4104.8715820313,4120.0,4092.5642089844,4109.2309570313,4109.2309570313,4104.1025390625,4110.7690429688,4098.3334960938,4115.0,4110.0,4093.9743652344,4108.58984375,4143.4614257813,33025,0,0
1816,14.1875,56,4128.0771484375,4105.2563476563,4122.1796875,4093.205078125,4111.5385742188,4118.7177734375,4100.5126953125,4106.2822265625,4099.1025390625,4107.3076171875,4101.794921875,4089.1025390625,4105.5126953125,4136.5385742188,33025,0,0
1817,14.1953125,56,4123.3334960938,4106.1538085938,4123.205078125,4090.2563476563,4123.8461914063,4126.1538085938,4101.1538085938,4104.615234375,4102.8203125,4103.58984375,4102.3076171875,4089.8718261719,4105.384765625,4135.5126953125,33025,0,0
1818,14.203125,56,4125.1284179688,4106.2822265625,4129.615234375,4092.8205566406,4123.8461914063,4124.615234375,4107.1796875,4112.9487304688,4107.4360351563,4109.615234375,4109.2309570313,4103.4614257813,4108.7177734375,4143.4614257813,33025,0,0
1819,14.2109375,56,4131.41015625,4110.7690429688,4134.615234375,4103.9741210938,4123.0771484375,4125.0,4111.794921875,4124.3588867188,4116.0258789063,4121.9228515625,4118.7177734375,4111.5385742188,4120.5126953125,4158.0771484375,33025,0,0
1820,14.21875,56,4129.8715820313,4113.0771484375,4128.58984375,4108.0771484375,4120.1284179688,4125.2563476563,4110.8974609375,4127.6923828125,4123.8461914063,4124.4873046875,4121.5385742188,4106.794921875,4126.1538085938,4164.8715820313,33025,0,0
1821,14.2265625,56,4126.794921875,4114.615234375,4131.0258789063,4105.6411132813,4109.7436523438,4119.8715820313,4108.205078125,4128.3334960938,4124.1025390625,4121.41015625,4120.8974609375,4106.1538085938,4122.9487304688,4158.3334960938,33025,0,0
1822,14.234375,56,4127.9487304688,4117.9487304688,4139.3588867188,4107.4360351563,4117.0512695313,4114.8715820313,4104.3588867188,4128.58984375,4117.4360351563,4122.9487304688,4123.58984375,4111.794921875,4122.8203125,4154.615234375,33025,0,0
1823,14.2421875,56,4129.3588867188,4115.2563476563,4130.1284179688,4102.0512695313,4125.5126953125,4116.1538085938,4099.3588867188,4119.7436523438,4111.2822265625,4121.1538085938,4123.58984375,4108.7177734375,4120.1284179688,4155.6411132813,33025,0,0
1824,14.25,57,4124.8715820313,4107.4360351563,4118.205078125,4094.3588867188,4109.2309570313,4115.0,4092.4357910156,4109.8715820313,4108.0771484375,4116.41015625,4118.9741210938,4106.41015625,4116.41015625,4153.9741210938,33025,0,0
1825,14.2578125,57,4121.0258789063,4106.5385742188,4122.4360351563,4100.5126953125,4101.6665039063,4106.794921875,4084.7436523438,4109.8715820313,4109.4873046875,4119.8715820313,4121.5385742188,4120.2563476563,4121.6665039063,4153.9741210938,33025,0,0
1826,14.265625,57,4123.205078125,4110.6411132813,4126.794921875,4108.3334960938,4116.41015625,4103.3334960938,4080.0,4111.0258789063,4112.4360351563,4124.1025390625,4126.2822265625,4127.4360351563,4126.41015625,4156.0258789063,33025,0,0
1827,14.2734375,57,4124.615234375,4109.1025390625,4125.384765625,4106.41015625,4124.3588867188,4106.5385742188,4081.794921875,4107.5639648438,4109.4873046875,4124.1025390625,4122.4360351563,4115.5126953125,4124.7436523438,4155.6411132813,33025,0,0
1828,14.28125,57,4122.4360351563,4108.7177734375,4124.4873046875,4106.0258789063,4115.6411132813,4104.8715820313,4086.41015625,4106.41015625,4107.3076171875,4123.7177734375,4118.9741210938,4106.5385742188,4123.0771484375,4153.3334960938,33025,0,0
1829,14.2890625,57,4124.3588867188,4116.0258789063,4123.8461914063,4108.3334960938,4100.8974609375,4105.1284179688,4091.1538085938,4112.6923828125,4109.8715820313,4123.3334960938,4120.0,4107.8203125,4123.0771484375,4153.9741210938,33025,0,0
1830,14.296875,57,4129.3588867188,4124.7436523438,4124.7436523438,4107.3076171875,4106.41015625,4116.794921875,4098.205078125,4113.7177734375,4109.7436523438,4120.7690429688,4114.3588867188,4107.4360351563,4120.8974609375,4154.4873046875,33025,0,0
1831,14.3046875,57,4127.9487304688,4121.794921875,4126.794921875,4109.3588867188,4128.58984375,4122.4360351563,4099.615234375,4107.5639648438,4108.4614257813,4115.0,4107.8203125,4106.6665039063,4115.7690429688,4152.9487304688,33025,0,0
1832,14.3125,57,4123.58984375,4110.384765625,4122.3076171875,4107.8203125,4125.7690429688,4113.3334960938,4094.8718261719,4107.3076171875,4106.1538085938,4109.8715820313,4104.2309570313,4101.41015625,4109.3588867188,4145.384765625,33025,0,0
1833,14.3203125,57,4119.1025390625,4104.3588867188,4109.3588867188,4095.7692871094,4107.4360351563,4107.0512695313,4093.205078125,4102.6923828125,4094.1025390625,4103.9741210938,4089.3588867188,4083.8461914063,4105.0,4132.4360351563,33025,0,0
1834,14.328125,57,4113.7177734375,4103.58984375,4105.7690429688,4086.1538085938,4108.4614257813,4107.0512695313,4089.6154785156,4089.8718261719,4085.2563476563,4097.4360351563,4078.205078125,4074.3588867188,4103.58984375,4128.205078125,33025,0,0
1835,14.3359375,57,4117.8203125,4105.7690429688,4120.2563476563,4094.6154785156,4113.205078125,4106.1538085938,4085.0,4092.6923828125,4096.1538085938,4101.9228515625,4092.0512695313,4086.9230957031,4107.8203125,4136.5385742188,33025,0,0
1836,14.34375,57,4125.6411132813,4110.5126953125,4119.1025390625,4103.4614257813,4105.6411132813,4104.8715820313,4088.7180175781,4102.8203125,4101.1538085938,4109.8715820313,4102.0512695313,4097.6923828125,4114.3588867188,4141.9228515625,33025,0,0
1837,14.3515625,57,4120.7690429688,4108.4614257813,4105.384765625,4095.7692871094,4106.9228515625,4105.0,4094.8718261719,4101.2822265625,4090.0,4106.5385742188,4094.3588867188,4094.2307128906,4112.5639648438,4137.9487304688,33025,0,0
1838,14.359375,57,4117.8203125,4103.8461914063,4115.6411132813,4092.1794433594,4115.1284179688,4105.5126953125,4091.41015625,4101.794921875,4093.4614257813,4109.1025390625,4099.3588867188,4092.8205566406,4110.5126953125,4141.41015625,33025,0,0
1839,14.3671875,57,4125.7690429688,4111.1538085938,4133.58984375,4104.3588867188,4111.6665039063,4108.58984375,4092.5642089844,4108.58984375,4107.1796875,4121.1538085938,4111.794921875,4101.794921875,4118.205078125,4154.7436523438,33025,0,0
1840,14.375,57,4126.5385742188,4119.615234375,4129.2309570313,4109.2309570313,4107.4360351563,4112.1796875,4105.5126953125,4108.8461914063,4103.9741210938,4117.8203125,4104.2309570313,4112.9487304688,4118.9741210938,4155.2563476563,33025,0,0
1841,14.3828125,57,4121.1538085938,4111.0258789063,4115.6411132813,4097.1796875,4109.8715820313,4112.1796875,4106.2822265625,4102.1796875,4092.3076171875,4106.0258789063,4090.8974609375,4105.8974609375,4105.2563476563,4142.3076171875,33025,0,0
1842,14.390625,57,4119.2309570313,4097.4360351563,4111.9228515625,4087.3076171875,4108.0771484375,4108.7177734375,4093.9743652344,4094.7436523438,4091.0256347656,4104.4873046875,4087.4357910156,4090.5129394531,4095.8974609375,4135.8974609375,33025,0,0
1843,14.3984375,57,4120.0,4100.384765625,4115.384765625,4089.6154785156,4103.9741210938,4107.6923828125,4093.8461914063,4097.6923828125,4093.58984375,4106.2822265625,4086.9230957031,4096.6665039063,4095.2563476563,4140.2563476563,33025,0,0
1844,14.40625,57,4121.5385742188,4108.205078125,4120.384765625,4093.58984375,4105.2563476563,4108.3334960938,4099.615234375,4105.1284179688,4091.794921875,4104.8715820313,4086.794921875,4107.5639648438,4096.9228515625,4142.6923828125,33025,0,0
1845,14.4140625,57,4121.1538085938,4108.58984375,4121.794921875,4097.8203125,4111.6665039063,4108.3334960938,4095.0,4101.1538085938,4093.205078125,4105.0,4093.0769042969,4105.0,4103.0771484375,4143.9741210938,33025,0,0
1846,14.421875,57,4121.794921875,4110.2563476563,4120.6411132813,4104.1025390625,4110.7690429688,4108.58984375,4093.4614257813,4098.58984375,4097.3076171875,4107.3076171875,4103.9741210938,4112.0512695313,4111.2822265625,4146.9228515625,33025,0,0
1847,14.4296875,57,4124.3588867188,4113.3334960938,4124.2309570313,4107.9487304688,4102.5639648438,4109.615234375,4101.0258789063,4105.6411132813,4099.3588867188,4109.3588867188,4111.2822265625,4126.0258789063,4115.384765625,4145.2563476563,33025,0,0
1848,14.4375,57,4119.3588867188,4111.5385742188,4119.7436523438,4101.794921875,4105.8974609375,4108.7177734375,4100.0,4106.41015625,4100.1284179688,4108.8461914063,4105.8974609375,4119.2309570313,4114.1025390625,4140.5126953125,33025,0,0
1849,14.4453125,57,4115.8974609375,4107.9487304688,4110.6411132813,4093.58984375,4107.8203125,4105.1284179688,4094.7436523438,4102.9487304688,4098.7177734375,4106.6665039063,4092.3076171875,4102.9487304688,4110.2563476563,4139.1025390625,33025,0,0
1850,14.453125,57,4118.58984375,4110.0,4110.7690429688,4093.205078125,4100.1284179688,4106.1538085938,4094.7436523438,4102.5639648438,4096.2822265625,4110.0,4082.4357910156,4098.3334960938,4105.5126953125,4135.5126953125,33025,0,0
1851,14.4609375,57,4114.2309570313,4107.1796875,4110.5126953125,4093.3332519531,4103.3334960938,4105.7690429688,4092.5642089844,4094.4870605469,4091.2819824219,4106.41015625,4075.0,4091.0256347656,4098.9741210938,4124.7436523438,33025,0,0
1852,14.46875,57,4109.2309570313,4097.1796875,4103.8461914063,4089.6154785156,4111.2822265625,4101.5385742188,4088.58984375,4082.4357910156,4082.9487304688,4094.1025390625,4072.4357910156,4081.9230957031,4097.8203125,4117.6923828125,33025,0,0
1853,14.4765625,57,4111.1538085938,4094.1025390625,4102.1796875,4088.9743652344,4106.41015625,4102.0512695313,4089.7436523438,4081.41015625,4077.6923828125,4092.4357910156,4077.8205566406,4083.8461914063,4103.8461914063,4121.1538085938,33025,0,0
1854,14.484375,57,4112.5639648438,4099.7436523438,4107.5639648438,4092.9487304688,4102.6923828125,4105.5126953125,4093.4614257813,4087.0512695313,4082.4357910156,4099.7436523438,4077.4357910156,4086.41015625,4099.2309570313,4124.2309570313,33025,0,0
1855,14.4921875,57,4111.1538085938,4106.0258789063,4108.9741210938,4096.2822265625,4107.4360351563,4109.3588867188,4099.2309570313,4091.0256347656,4092.1794433594,4102.8203125,4073.8461914063,4085.8974609375,4093.4614257813,4122.5639648438,33025,0,0
1856,14.5,58,4111.1538085938,4106.6665039063,4105.0,4093.3332519531,4096.5385742188,4105.5126953125,4097.5639648438,4089.3588867188,4092.5642089844,4104.2309570313,4080.8974609375,4089.6154785156,4101.2822265625,4126.1538085938,33025,0,0
1857,14.5078125,58,4112.0512695313,4104.2309570313,4105.2563476563,4093.205078125,4079.2307128906,4095.1281738281,4088.8461914063,4088.58984375,4087.4357910156,4108.8461914063,4090.2563476563,4089.8718261719,4108.7177734375,4132.4360351563,33025,0,0
1858,14.515625,58,4112.5639648438,4106.0258789063,4115.7690429688,4102.3076171875,4088.58984375,4097.1796875,4094.3588867188,4098.7177734375,4096.9228515625,4110.5126953125,4098.8461914063,4093.7180175781,4115.1284179688,4139.7436523438,33025,0,0
1859,14.5234375,58,4118.0771484375,4112.5639648438,4126.794921875,4110.1284179688,4104.4873046875,4106.41015625,4106.5385742188,4107.6923828125,4107.1796875,4110.6411132813,4109.3588867188,4109.1025390625,4121.9228515625,4150.7690429688,33025,0,0
1860,14.53125,58,4118.9741210938,4107.6923828125,4118.0771484375,4104.3588867188,4098.4614257813,4100.2563476563,4100.5126953125,4098.58984375,4095.8974609375,4108.205078125,4103.7177734375,4105.2563476563,4113.7177734375,4145.7690429688,33025,0,0
1861,14.5390625,58,4110.2563476563,4096.5385742188,4103.4614257813,4100.1284179688,4094.6154785156,4093.58984375,4088.0769042969,4085.8974609375,4082.9487304688,4103.8461914063,4086.0256347656,4084.1025390625,4103.205078125,4126.1538085938,33025,0,0
1862,14.546875,58,4106.2822265625,4100.8974609375,4106.5385742188,4105.8974609375,4106.5385742188,4103.3334960938,4090.6411132813,4090.1281738281,4088.205078125,4107.1796875,4082.3076171875,4086.2819824219,4106.794921875,4125.7690429688,33025,0,0
1863,14.5546875,58,4112.4360351563,4109.615234375,4111.41015625,4106.9228515625,4110.384765625,4108.58984375,4101.5385742188,4095.1281738281,4093.0769042969,4105.384765625,4082.6923828125,4095.0,4104.2309570313,4138.4614257813,33025,0,0
1864,14.5625,58,4117.8203125,4108.7177734375,4111.0258789063,4105.384765625,4105.8974609375,4106.41015625,4105.384765625,4093.205078125,4090.6411132813,4098.9741210938,4077.9487304688,4087.1794433594,4098.4614257813,4140.2563476563,33025,0,0
1865,14.5703125,58,4117.3076171875,4108.3334960938,4116.0258789063,4109.1025390625,4102.4360351563,4106.0258789063,4101.0258789063,4096.1538085938,4091.794921875,4102.5639648438,4084.2307128906,4090.6411132813,4106.1538085938,4143.8461914063,33025,0,0
1866,14.578125,58,4118.4614257813,4109.8715820313,4120.8974609375,4110.8974609375,4094.1025390625,4100.0,4094.1025390625,4096.794921875,4091.794921875,4108.9741210938,4090.5129394531,4105.5126953125,4107.6923828125,4153.8461914063,33025,0,0
1867,14.5859375,58,4120.1284179688,4107.4360351563,4120.384765625,4106.5385742188,4093.205078125,4096.1538085938,4093.58984375,4095.6411132813,4089.8718261719,4105.7690429688,4086.1538085938,4104.3588867188,4101.1538085938,4153.8461914063,33025,0,0
1868,14.59375,58,4116.9228515625,4105.6411132813,4120.2563476563,4105.5126953125,4099.2309570313,4098.3334960938,4097.4360351563,4098.3334960938,4091.0256347656,4102.5639648438,4088.205078125,4096.1538085938,4102.4360351563,4151.5385742188,33025,0,0
1869,14.6015625,58,4117.0512695313,4106.2822265625,4120.2563476563,4109.8715820313,4097.1796875,4097.3076171875,4099.3588867188,4097.5639648438,4093.0769042969,4107.5639648438,4093.4614257813,4098.0771484375,4107.4360351563,4153.7177734375,33025,0,0
1870,14.609375,58,4121.0258789063,4105.8974609375,4119.615234375,4109.3588867188,4087.0512695313,4095.1281738281,4101.2822265625,4096.1538085938,4091.5385742188,4109.4873046875,4092.3076171875,4105.8974609375,4105.7690429688,4157.0512695313,33025,0,0
1871,14.6171875,58,4122.8203125,4107.9487304688,4122.5639648438,4109.615234375,4082.8205566406,4100.0,4103.8461914063,4101.794921875,4090.3845214844,4105.384765625,4095.7692871094,4108.7177734375,4108.7177734375,4159.3588867188,33025,0,0
1872,14.625,58,4124.615234375,4110.384765625,4126.0258789063,4116.5385742188,4097.4360351563,4108.58984375,4108.4614257813,4106.1538085938,4096.794921875,4108.3334960938,4108.3334960938,4110.2563476563,4120.8974609375,4160.1284179688,33025,0,0
1873,14.6328125,58,4119.4873046875,4108.0771484375,4124.1025390625,4119.1025390625,4104.3588867188,4107.3076171875,4107.4360351563,4099.615234375,4095.3845214844,4112.3076171875,4109.615234375,4108.205078125,4123.7177734375,4156.6665039063,33025,0,0
1874,14.640625,58,4110.1284179688,4106.6665039063,4114.8715820313,4113.7177734375,4090.0,4097.4360351563,4097.3076171875,4090.2563476563,4082.1794433594,4104.1025390625,4092.8205566406,4095.2563476563,4110.1284179688,4147.0512695313,33025,0,0
1875,14.6484375,58,4112.4360351563,4109.7436523438,4106.5385742188,4111.9228515625,4093.7180175781,4094.2307128906,4089.6154785156,4089.7436523438,4081.9230957031,4100.5126953125,4084.2307128906,4080.5129394531,4096.41015625,4140.8974609375,33025,0,0
1876,14.65625,58,4116.2822265625,4110.1284179688,4106.2822265625,4113.0771484375,4116.5385742188,4101.1538085938,4090.1281738281,4092.9487304688,4093.3332519531,4104.7436523438,4090.5129394531,4071.6667480469,4098.3334960938,4134.4873046875,33025,0,0
1877,14.6640625,58,4109.7436523438,4107.0512695313,4107.1796875,4108.9741210938,4112.4360351563,4101.0258789063,4090.6411132813,4094.3588867188,4092.5642089844,4102.8203125,4090.1281738281,4072.1794433594,4106.9228515625,4126.2822265625,33025,0,0
1878,14.671875,58,4105.7690429688,4106.794921875,4109.4873046875,4111.1538085938,4097.4360351563,4094.6154785156,4088.8461914063,4101.6665039063,4088.7180175781,4104.3588867188,4087.3076171875,4082.9487304688,4108.3334960938,4130.1284179688,33025,0,0
1879,14.6796875,58,4110.2563476563,4107.4360351563,4112.6923828125,4118.4614257813,4106.6665039063,4098.4614257813,4091.1538085938,4108.0771484375,4095.8974609375,4111.2822265625,4094.1025390625,4091.794921875,4107.5639648438,4140.5126953125,33025,0,0
